TOKEN	POST_NUM	ANIMACY	CASE	GENDER	PERSON	POS	DEPENDENCY	HEAD	HEAD_POS	HEAD_ANIMACY	HEAD_CASE	HEAD_GENDER	HEAD_POS	SENT_VECTOR	NER	COREFERENCE_CLUSTER		
HIFU	23	-	-	-	-	-	iobj	Назначила	VERB	-	-	femn	VERB	0.1815298762704645	0	HIFU-терапия		
терапию	23	inan	accs	femn	-	NOUN	obj	проходить	INFN	-	-	-	INFN	0.1815298762704645	0	HIFU-терапия		
проходить	23	-	-	-	-	INFN	xcomp	Назначила	VERB	-	-	femn	VERB	0.1815298762704645	0	0		
там	23	-	-	-	-	ADVB	advmod	проходить	INFN	-	-	-	INFN	0.1815298762704645	0	0		
же	23	-	-	-	-	PRCL	advmod	там	ADVB	-	-	-	ADVB	0.1815298762704645	0	0		
и	23	-	-	-	-	CONJ	cc	дальнейшем	ADJF	-	loct	neut	ADJF	0.1815298762704645	0	0		
в	23	-	-	-	-	PREP	case	дальнейшем	ADJF	-	loct	neut	ADJF	0.1815298762704645	0	0		
дальнейшем	23	-	loct	neut	-	ADJF	conj	там	ADVB	-	-	-	ADVB	0.1815298762704645	0	0		
если	23	-	-	-	-	CONJ	mark	будет	VERB	-	-	-	VERB	0.1815298762704645	0	0		
от	23	-	-	-	-	PREP	case	нее	NPRO	-	gent	femn	NPRO	0.1815298762704645	0	0		
нее	23	-	gent	femn	3per	NPRO	obl	будет	VERB	-	-	-	VERB	0.1815298762704645	0	HIFU-терапия		
не	23	-	-	-	-	PRCL	advmod	будет	VERB	-	-	-	VERB	0.1815298762704645	0	0		
будет	23	-	-	-	3per	VERB	advcl	проходить	INFN	-	-	-	INFN	0.1815298762704645	0	0		
улучшений	23	inan	gent	neut	-	NOUN	nsubj	будет	VERB	-	-	-	VERB	0.1815298762704645	0	0		
и	23	-	-	-	-	CONJ	cc	тормознет	VERB	-	-	-	VERB	0.1815298762704645	0	0		
опухоль	23	inan	nomn	femn	-	NOUN	nsubj	тормознет	VERB	-	-	-	VERB	0.1815298762704645	0	0		
не	23	-	-	-	-	PRCL	advmod	тормознет	VERB	-	-	-	VERB	0.1815298762704645	0	0		
тормознет	23	-	-	-	3per	VERB	conj	будет	VERB	-	-	-	VERB	0.1815298762704645	0	0		
в	23	-	-	-	-	PREP	case	росте	NOUN	inan	loct	masc	NOUN	0.1815298762704645	0	0		
росте	23	inan	loct	masc	-	NOUN	obl	тормознет	VERB	-	-	-	VERB	0.1815298762704645	0	0		
то	23	-	-	-	-	CONJ	cc	химиотерапию	NOUN	inan	accs	femn	NOUN	0.1815298762704645	0	0		
еще	23	-	-	-	-	ADVB	advmod	химиотерапию	NOUN	inan	accs	femn	NOUN	0.1815298762704645	0	0		
химиотерапию	23	inan	accs	femn	-	NOUN	obj	тормознет	VERB	-	-	-	VERB	0.1815298762704645	0	0		
в	23	-	-	-	-	PREP	case	монорежиме	NOUN	inan	loct	masc	NOUN	0.1815298762704645	0	0		
монорежиме	23	inan	loct	masc	-	NOUN	nmod	химиотерапию	NOUN	inan	accs	femn	NOUN	0.1815298762704645	0	0		
Инореканом	23	inan	ablt	masc	-	NOUN	nmod	монорежиме	NOUN	inan	loct	masc	NOUN	0.1815298762704645	0	Инорекан		
на	23	-	-	-	-	PREP	case	который	ADJF	-	nomn	masc	ADJF	0.1815298762704645	0	0		
который	23	-	nomn	masc	-	ADJF	obl	могу	VERB	-	-	-	VERB	0.1815298762704645	0	Инорекан		
я	23	-	nomn	-	1per	NPRO	nsubj	могу	VERB	-	-	-	VERB	0.1815298762704645	0	0		
тоже	23	-	-	-	-	PRCL	advmod	могу	VERB	-	-	-	VERB	0.1815298762704645	0	0		
не	23	-	-	-	-	PRCL	advmod	могу	VERB	-	-	-	VERB	0.1815298762704645	0	0		
могу	23	-	-	-	1per	VERB	acl:relcl	химиотерапию	NOUN	inan	accs	femn	NOUN	0.1815298762704645	0	0		
найти	23	-	-	-	-	INFN	xcomp	могу	VERB	-	-	-	VERB	0.1815298762704645	0	0		
отзывов	23	inan	gent	masc	-	NOUN	obj	найти	INFN	-	-	-	INFN	0.1815298762704645	0	0		
Если	23	-	-	-	-	CONJ	mark	знает	VERB	-	-	-	VERB	0.1815298762704645	0	0		
кто	23	-	nomn	masc	-	NPRO	nsubj	знает	VERB	-	-	-	VERB	-0.15570823126472533	0	0		
нибудь	23	-	-	-	-	VERB	obj	знает	VERB	-	-	-	VERB	-0.15570823126472533	0	0		
что	23	-	-	-	-	CONJ	fixed	нибудь	VERB	-	-	-	VERB	-0.15570823126472533	0	0		
то	23	-	-	-	-	CONJ	mark	знает	VERB	-	-	-	VERB	-0.15570823126472533	0	0		
знает	23	-	-	-	3per	VERB	advcl	отзовитесь	VERB	-	-	-	VERB	-0.15570823126472533	0	0		
о	23	-	-	-	-	PREP	case	методе	NOUN	inan	loct	masc	NOUN	-0.15570823126472533	0	0		
данном	23	-	loct	masc	-	ADJF	amod	методе	NOUN	inan	loct	masc	NOUN	-0.15570823126472533	0	0		
методе	23	inan	loct	masc	-	NOUN	obl	знает	VERB	-	-	-	VERB	-0.15570823126472533	0	0		
лечения	23	inan	gent	neut	-	NOUN	nmod	методе	NOUN	inan	loct	masc	NOUN	-0.15570823126472533	0	0		
отзовитесь	23	-	-	-	-	VERB	ROOT	отзовитесь	VERB	-	-	-	VERB	-0.15570823126472533	0	0		
пожалуйста	23	-	-	-	-	PRCL	advmod	отзовитесь	VERB	-	-	-	VERB	-0.15570823126472533	0	0		
Еще	23	-	-	-	-	ADVB	advmod	благодарна	ADJS	-	-	femn	ADJS	-0.15570823126472533	0	0		
буду	23	-	-	-	1per	VERB	aux	благодарна	ADJS	-	-	femn	ADJS	-0.020883249429364998	0	0		
благодарна	23	-	-	femn	-	ADJS	ROOT	благодарна	ADJS	-	-	femn	ADJS	-0.020883249429364998	0	0		
отзывам	23	inan	datv	masc	-	NOUN	iobj	благодарна	ADJS	-	-	femn	ADJS	-0.020883249429364998	0	0		
об	23	-	-	-	-	PREP	case	Инорекане	NOUN	inan	loct	masc	NOUN	-0.020883249429364998	0	0		
Инорекане	23	inan	loct	masc	-	NOUN	nmod	отзывам	NOUN	inan	datv	masc	NOUN	-0.020883249429364998	0	Инорекан		
Масловы	24	anim	nomn	-	-	NOUN	nsubj	писал	VERB	-	-	masc	VERB	-0.020883249429364998	0	0		
9	24	-	-	-	-	-	appos	Масловы	NOUN	anim	nomn	-	NOUN	0.032585607246599264	0	0		
Февраль	24	inan	nomn	masc	-	NOUN	flat	9	-	-	-	-	-	0.032585607246599264	0	0		
2021	24	-	-	-	-	-	flat	9	-	-	-	-	-	0.032585607246599264	0	0		
16	24	-	-	-	-	-	nummod	6	-	-	-	-	-	0.032585607246599264	0	0		
6	24	-	-	-	-	-	flat	9	-	-	-	-	-	0.032585607246599264	0	0		
писал	24	-	-	masc	-	VERB	ROOT	писал	VERB	-	-	masc	VERB	0.032585607246599264	0	0		
Всем	24	-	datv	-	-	ADJF	iobj	писал	VERB	-	-	masc	VERB	0.032585607246599264	0	0		
здравствуйте	24	-	-	-	-	INTJ	punct	писал	VERB	-	-	masc	VERB	0.032585607246599264	0	0		
Писала	24	-	-	femn	-	VERB	ROOT	Писала	VERB	-	-	femn	VERB	0.032585607246599264	0	0		
ранее	24	-	-	-	-	ADVB	advmod	Писала	VERB	-	-	femn	VERB	0.09885353634932212	0	0		
в	24	-	-	-	-	PREP	case	форуме	NOUN	inan	loct	masc	NOUN	0.09885353634932212	0	0		
форуме	24	inan	loct	masc	-	NOUN	obl	Писала	VERB	-	-	femn	VERB	0.09885353634932212	0	0		
по	24	-	-	-	-	PREP	case	лечению	NOUN	inan	datv	neut	NOUN	0.09885353634932212	0	0		
нашему	24	-	datv	neut	-	ADJF	det	лечению	NOUN	inan	datv	neut	NOUN	0.09885353634932212	0	0		
предыдущему	24	-	datv	masc	-	ADJF	amod	лечению	NOUN	inan	datv	neut	NOUN	0.09885353634932212	0	0		
лечению	24	inan	datv	neut	-	NOUN	nmod	форуме	NOUN	inan	loct	masc	NOUN	0.09885353634932212	0	0		
химПо	24	inan	nomn	neut	-	NOUN	appos	лечению	NOUN	inan	datv	neut	NOUN	0.09885353634932212	0	0		
заказу	24	inan	datv	masc	-	NOUN	obl	сделан	PRTS	-	-	masc	PRTS	0.09885353634932212	0	0		
сайта	24	inan	gent	masc	-	NOUN	nmod	заказу	NOUN	inan	datv	masc	NOUN	0.09885353634932212	0	0		
сделан	24	-	-	masc	-	PRTS	ccomp	Писала	VERB	-	-	femn	VERB	0.09885353634932212	0	0		
перевод	24	inan	nomn	masc	-	NOUN	nsubj:pass	сделан	PRTS	-	-	masc	PRTS	0.09885353634932212	0	0		
Рекомендаций	24	inan	gent	femn	-	NOUN	nmod	перевод	NOUN	inan	nomn	masc	NOUN	0.09885353634932212	0	0		
EASL	24	-	-	-	-	-	appos	Рекомендаций	NOUN	inan	gent	femn	NOUN	0.09885353634932212	0	0		
Европейской	24	-	gent	femn	-	ADJF	amod	ассоциации	NOUN	inan	gent	femn	NOUN	0.09885353634932212	0	0		
ассоциации	24	inan	gent	femn	-	NOUN	nmod	перевод	NOUN	inan	nomn	masc	NOUN	0.09885353634932212	0	0		
по	24	-	-	-	-	PREP	case	изучению	NOUN	inan	datv	neut	NOUN	0.09885353634932212	0	0		
изучению	24	inan	datv	neut	-	NOUN	nmod	ассоциации	NOUN	inan	gent	femn	NOUN	0.09885353634932212	0	0		
печени	24	inan	loct	femn	-	NOUN	nmod	изучению	NOUN	inan	datv	neut	NOUN	0.09885353634932212	0	0		
по	24	-	-	-	-	PREP	case	лечению	NOUN	inan	datv	neut	NOUN	0.09885353634932212	0	0		
лечению	24	inan	datv	neut	-	NOUN	nmod	печени	NOUN	inan	loct	femn	NOUN	0.09885353634932212	0	0		
гепатита	24	inan	gent	masc	-	NOUN	nmod	лечению	NOUN	inan	datv	neut	NOUN	0.09885353634932212	0	0		
C	24	-	-	-	-	-	appos	гепатита	NOUN	inan	gent	masc	NOUN	0.09885353634932212	0	0		
2018	24	-	-	-	-	-	appos	C	-	-	-	-	-	0.09885353634932212	0	0		
г	24	inan	gent	masc	-	NOUN	appos	ассоциации	NOUN	inan	gent	femn	NOUN	0.09885353634932212	0	0		
на	24	-	-	-	-	PREP	ROOT	на	PREP	-	-	-	PREP	0.09885353634932212	0	0		
русский	24	-	nomn	masc	-	ADJF	ROOT	русский	ADJF	-	nomn	masc	ADJF	0.09885353634932212	0	0		
При	24	-	-	-	-	PREP	case	копировании	NOUN	inan	loct	neut	NOUN	0.09885353634932212	0	0		
копировании	24	inan	loct	neut	-	NOUN	obl	обязательна	ADJS	-	-	femn	ADJS	0.11838981111941393	0	0		
информации	24	inan	gent	femn	-	NOUN	nmod	копировании	NOUN	inan	loct	neut	NOUN	0.11838981111941393	0	0		
на	24	-	-	-	-	PREP	case	сайты	NOUN	inan	nomn	masc	NOUN	0.11838981111941393	0	0		
свои	24	inan	accs	-	-	ADJF	det	сайты	NOUN	inan	nomn	masc	NOUN	0.11838981111941393	0	0		
сайты	24	inan	nomn	masc	-	NOUN	nmod	информации	NOUN	inan	gent	femn	NOUN	0.11838981111941393	0	0		
ссылка	24	inan	nomn	femn	-	NOUN	nmod	копировании	NOUN	inan	loct	neut	NOUN	0.11838981111941393	0	0		
на	24	-	-	-	-	PREP	case	https	-	-	-	-	-	0.11838981111941393	0	0		
https	24	-	-	-	-	-	nmod	ссылка	NOUN	inan	nomn	femn	NOUN	0.11838981111941393	0	0		
www	24	-	-	-	-	-	flat:foreign	https	-	-	-	-	-	0.11838981111941393	0	0		
hv	24	-	-	-	-	-	flat:foreign	https	-	-	-	-	-	0.11838981111941393	0	0		
info	24	-	-	-	-	-	flat:foreign	https	-	-	-	-	-	0.11838981111941393	0	0		
ru	24	-	-	-	-	-	flat:foreign	https	-	-	-	-	-	0.11838981111941393	0	0		
gepatit	24	-	-	-	-	-	flat:foreign	https	-	-	-	-	-	0.11838981111941393	0	0		
forum	24	-	-	-	-	-	flat:foreign	https	-	-	-	-	-	0.11838981111941393	0	0		
обязательна	24	-	-	femn	-	ADJS	ROOT	обязательна	ADJS	-	-	femn	ADJS	0.11838981111941393	0	0		
Если	24	-	-	-	-	CONJ	mark	обнаружили	VERB	-	-	-	VERB	0.11838981111941393	0	0		
обнаружили	24	-	-	-	-	VERB	advcl	сообщите	VERB	-	-	-	VERB	-0.028656042646616697	0	0		
неточности	24	inan	nomn	femn	-	NOUN	obj	обнаружили	VERB	-	-	-	VERB	-0.028656042646616697	0	0		
в	24	-	-	-	-	PREP	case	переводе	NOUN	inan	loct	masc	NOUN	-0.028656042646616697	0	0		
переводе	24	inan	loct	masc	-	NOUN	nmod	неточности	NOUN	inan	nomn	femn	NOUN	-0.028656042646616697	0	0		
или	24	-	-	-	-	CONJ	cc	ошибки	NOUN	inan	gent	femn	NOUN	-0.028656042646616697	0	0		
ошибки	24	inan	gent	femn	-	NOUN	conj	переводе	NOUN	inan	loct	masc	NOUN	-0.028656042646616697	0	0		
сообщите	24	-	-	-	2per	VERB	ROOT	сообщите	VERB	-	-	-	VERB	-0.028656042646616697	0	0		
пожалуйста	24	-	-	-	-	PRCL	advmod	сообщите	VERB	-	-	-	VERB	-0.028656042646616697	0	0		
здесь	24	-	-	-	-	ADVB	advmod	сообщите	VERB	-	-	-	VERB	-0.028656042646616697	0	0		
или	24	-	-	-	-	CONJ	cc	мне	NPRO	-	datv	-	NPRO	-0.028656042646616697	0	0		
мне	24	-	datv	-	1per	NPRO	conj	здесь	ADVB	-	-	-	ADVB	-0.028656042646616697	0	0		
в	24	-	-	-	-	PREP	case	личку	NOUN	inan	accs	femn	NOUN	-0.028656042646616697	0	0		
личку	24	inan	accs	femn	-	NOUN	obl	сообщите	VERB	-	-	-	VERB	-0.028656042646616697	0	0		
Скачать	24	-	-	-	-	INFN	ROOT	Скачать	INFN	-	-	-	INFN	-0.028656042646616697	0	0		
PDF	24	-	-	-	-	-	obj	Скачать	INFN	-	-	-	INFN	-0.03565387516573537	0	0		
3Mb	24	-	-	-	-	-	appos	PDF	-	-	-	-	-	-0.03565387516573537	0	0		
hv	24	-	-	-	-	-	flat:foreign	PDF	-	-	-	-	-	-0.03565387516573537	0	0		
info	24	-	-	-	-	-	flat:foreign	PDF	-	-	-	-	-	-0.03565387516573537	0	0		
ru	24	-	-	-	-	-	flat:foreign	PDF	-	-	-	-	-	-0.03565387516573537	0	0		
EASL	24	-	-	-	-	-	flat:foreign	PDF	-	-	-	-	-	-0.03565387516573537	0	0		
Hepatitis	24	-	-	-	-	-	flat:foreign	PDF	-	-	-	-	-	-0.03565387516573537	0	0		
C	24	-	-	-	-	-	flat:foreign	PDF	-	-	-	-	-	-0.03565387516573537	0	0		
recommendations	24	-	-	-	-	-	flat:foreign	PDF	-	-	-	-	-	-0.03565387516573537	0	0		
2018	24	-	-	-	-	-	appos	PDF	-	-	-	-	-	-0.03565387516573537	0	0		
pdf	24	-	-	-	-	-	flat:foreign	PDF	-	-	-	-	-	-0.03565387516573537	0	0		
2	24	-	-	-	-	-	appos	PDF	-	-	-	-	-	-0.03565387516573537	0	0		
95	24	-	-	-	-	-	appos	PDF	-	-	-	-	-	-0.03565387516573537	0	0		
МБ	24	inan	gent	masc	-	NOUN	appos	PDF	-	-	-	-	-	-0.03565387516573537	0	0		
10322	24	-	-	-	-	-	appos	МБ	NOUN	inan	gent	masc	NOUN	-0.03565387516573537	0	0		
скачивания	24	inan	gent	neut	-	NOUN	obj	Скачать	INFN	-	-	-	INFN	-0.03565387516573537	0	0		
Альтернативная	24	-	nomn	femn	-	ADJF	amod	ссылка	NOUN	inan	nomn	femn	NOUN	-0.03565387516573537	0	0		
ссылка	24	inan	nomn	femn	-	NOUN	obj	Скачать	INFN	-	-	-	INFN	-0.03565387516573537	0	0		
для	24	-	-	-	-	PREP	case	скачивания	NOUN	inan	gent	neut	NOUN	-0.03565387516573537	0	0		
скачивания	24	inan	gent	neut	-	NOUN	nmod	ссылка	NOUN	inan	nomn	femn	NOUN	-0.03565387516573537	0	0		
Основные	24	-	nomn	-	-	ADJF	amod	моменты	NOUN	inan	accs	masc	NOUN	-0.03565387516573537	0	0		
моменты	24	inan	accs	masc	-	NOUN	nmod	скачивания	NOUN	inan	gent	neut	NOUN	-0.03565387516573537	0	0		
https	24	-	-	-	-	-	appos	моменты	NOUN	inan	accs	masc	NOUN	-0.03565387516573537	0	0		
www	24	-	-	-	-	-	flat:foreign	https	-	-	-	-	-	-0.03565387516573537	0	0		
hv	24	-	-	-	-	-	flat:foreign	https	-	-	-	-	-	-0.03565387516573537	0	0		
info	24	-	-	-	-	-	flat:foreign	https	-	-	-	-	-	-0.03565387516573537	0	0		
ru	24	-	-	-	-	-	flat:foreign	https	-	-	-	-	-	-0.03565387516573537	0	0		
info	24	-	-	-	-	-	flat:foreign	https	-	-	-	-	-	-0.03565387516573537	0	0		
rekomendatsii	24	-	-	-	-	-	flat:foreign	https	-	-	-	-	-	-0.03565387516573537	0	0		
easl	24	-	-	-	-	-	flat:foreign	https	-	-	-	-	-	-0.03565387516573537	0	0		
html	24	-	-	-	-	-	punct	Скачать	INFN	-	-	-	INFN	-0.03565387516573537	0	0		
А	25	-	-	-	-	CONJ	cc	знает	VERB	-	-	-	VERB	-0.03565387516573537	0	0		
кто	25	-	nomn	masc	-	NPRO	nsubj	знает	VERB	-	-	-	VERB	0.04824259661005011	0	0		
нибудь	25	-	-	-	-	VERB	obj	знает	VERB	-	-	-	VERB	0.04824259661005011	0	0		
знает	25	-	-	-	3per	VERB	ROOT	знает	VERB	-	-	-	VERB	0.04824259661005011	0	0		
с	25	-	-	-	-	PREP	case	чем	CONJ	-	-	-	CONJ	0.04824259661005011	0	0		
чем	25	-	-	-	-	CONJ	obl	связано	PRTS	-	-	neut	PRTS	0.04824259661005011	0	0		
связано	25	-	-	neut	-	PRTS	xcomp	знает	VERB	-	-	-	VERB	0.04824259661005011	0	0		
отсутствие	25	inan	nomn	neut	-	NOUN	nsubj:pass	связано	PRTS	-	-	neut	PRTS	0.04824259661005011	0	0		
схемы	25	inan	gent	femn	-	NOUN	nmod	отсутствие	NOUN	inan	nomn	neut	NOUN	0.04824259661005011	0	0		
соф	25	inan	gent	femn	-	NOUN	nmod	схемы	NOUN	inan	gent	femn	NOUN	0.04824259661005011	0	софосбувир		
дак	25	-	-	-	-	CONJ	appos	соф	NOUN	inan	gent	femn	NOUN	0.04824259661005011	0	даклатасвир		
в	25	-	-	-	-	PREP	case	рекомендациях	NOUN	inan	loct	femn	NOUN	0.04824259661005011	0	0		
новых	25	-	gent	-	-	ADJF	amod	рекомендациях	NOUN	inan	loct	femn	NOUN	0.04824259661005011	0	0		
рекомендациях	25	inan	loct	femn	-	NOUN	obl	знает	VERB	-	-	-	VERB	0.04824259661005011	0	0		
katkat	26	-	-	-	-	-	nsubj	писал	VERB	-	-	masc	VERB	0.04824259661005011	0	0		
писал	26	-	-	masc	-	VERB	ROOT	писал	VERB	-	-	masc	VERB	0.07345268021295355	0	0		
а	26	-	-	-	-	CONJ	cc	июл	-	-	-	-	-	0.07345268021295355	0	0		
4	26	-	-	-	-	-	nummod	июл	-	-	-	-	-	0.07345268021295355	0	0		
июл	26	-	-	-	-	-	obl	писал	VERB	-	-	masc	VERB	0.07345268021295355	0	0		
2018	26	-	-	-	-	-	nmod	июл	-	-	-	-	-	0.07345268021295355	0	0		
22	26	-	-	-	-	-	nummod	36	-	-	-	-	-	0.07345268021295355	0	0		
36	26	-	-	-	-	-	appos	2018	-	-	-	-	-	0.07345268021295355	0	0		
А	26	-	-	-	-	CONJ	cc	знает	VERB	-	-	-	VERB	0.07345268021295355	0	0		
кто	26	-	nomn	masc	-	NPRO	nsubj	знает	VERB	-	-	-	VERB	0.07345268021295355	0	0		
нибудь	26	-	-	-	-	VERB	obj	знает	VERB	-	-	-	VERB	0.07345268021295355	0	0		
знает	26	-	-	-	3per	VERB	conj	писал	VERB	-	-	masc	VERB	0.07345268021295355	0	0		
с	26	-	-	-	-	PREP	case	чем	CONJ	-	-	-	CONJ	0.07345268021295355	0	0		
чем	26	-	-	-	-	CONJ	obl	связано	PRTS	-	-	neut	PRTS	0.07345268021295355	0	0		
связано	26	-	-	neut	-	PRTS	xcomp	знает	VERB	-	-	-	VERB	0.07345268021295355	0	0		
отсутствие	26	inan	nomn	neut	-	NOUN	nsubj:pass	связано	PRTS	-	-	neut	PRTS	0.07345268021295355	0	0		
схемы	26	inan	gent	femn	-	NOUN	nmod	отсутствие	NOUN	inan	nomn	neut	NOUN	0.07345268021295355	0	0		
соф	26	inan	gent	femn	-	NOUN	nmod	схемы	NOUN	inan	gent	femn	NOUN	0.07345268021295355	0	софосбувир		
дак	26	-	-	-	-	CONJ	appos	соф	NOUN	inan	gent	femn	NOUN	0.07345268021295355	0	даклатасвир		
в	26	-	-	-	-	PREP	case	рекомендациях	NOUN	inan	loct	femn	NOUN	0.07345268021295355	0	0		
новых	26	-	gent	-	-	ADJF	amod	рекомендациях	NOUN	inan	loct	femn	NOUN	0.07345268021295355	0	0		
рекомендациях	26	inan	loct	femn	-	NOUN	obl	писал	VERB	-	-	masc	VERB	0.07345268021295355	0	0		
Мы	26	-	nomn	-	1per	NPRO	nsubj	можем	VERB	-	-	-	VERB	0.07345268021295355	0	0		
можем	26	-	-	-	1per	VERB	ROOT	можем	VERB	-	-	-	VERB	0.007300799646015678	0	0		
только	26	-	-	-	-	ADVB	advmod	гадать	INFN	-	-	-	INFN	0.007300799646015678	0	0		
гадать	26	-	-	-	-	INFN	xcomp	можем	VERB	-	-	-	VERB	0.007300799646015678	0	0		
реальная	26	-	nomn	femn	-	ADJF	amod	причина	NOUN	inan	nomn	femn	NOUN	0.007300799646015678	0	0		
причина	26	inan	nomn	femn	-	NOUN	obj	гадать	INFN	-	-	-	INFN	0.007300799646015678	0	0		
неизвестна	26	-	-	femn	-	ADJS	punct	можем	VERB	-	-	-	VERB	0.007300799646015678	0	0		
Думаю	27	-	-	-	1per	VERB	parataxis	кроется	VERB	-	-	-	VERB	0.007300799646015678	0	0		
она	27	-	nomn	femn	3per	NPRO	nsubj	кроется	VERB	-	-	-	VERB	-0.07878040793267163	0	0		
кроется	27	-	-	-	3per	VERB	ROOT	кроется	VERB	-	-	-	VERB	-0.07878040793267163	0	0		
в	27	-	-	-	-	PREP	case	профилях	NOUN	inan	loct	masc	NOUN	-0.07878040793267163	0	0		
профилях	27	inan	loct	masc	-	NOUN	obl	кроется	VERB	-	-	-	VERB	-0.07878040793267163	0	0		
резистентности	27	inan	gent	femn	-	NOUN	nmod	профилях	NOUN	inan	loct	masc	NOUN	-0.07878040793267163	0	0		
а	27	-	-	-	-	CONJ	cc	заговоре	NOUN	inan	loct	masc	NOUN	-0.07878040793267163	0	0		
не	27	-	-	-	-	PRCL	advmod	заговоре	NOUN	inan	loct	masc	NOUN	-0.07878040793267163	0	0		
в	27	-	-	-	-	PREP	case	заговоре	NOUN	inan	loct	masc	NOUN	-0.07878040793267163	0	0		
заговоре	27	inan	loct	masc	-	NOUN	conj	профилях	NOUN	inan	loct	masc	NOUN	-0.07878040793267163	0	0		
фармгигантов	27	inan	gent	masc	-	NOUN	nmod	заговоре	NOUN	inan	loct	masc	NOUN	-0.07878040793267163	0	0		
Из	27	-	-	-	-	PREP	case	Рекомендаций	NOUN	inan	gent	femn	NOUN	-0.07878040793267163	0	0		
Рекомендаций	27	inan	gent	femn	-	NOUN	obl	исчез	VERB	-	-	masc	VERB	0.3209916944615543	0	0		
исчез	27	-	-	masc	-	VERB	ROOT	исчез	VERB	-	-	masc	VERB	0.3209916944615543	0	0		
рибавирин	27	anim	gent	femn	-	NOUN	nsubj	исчез	VERB	-	-	masc	VERB	0.3209916944615543	0	рибавирин		
Почему	27	-	-	-	-	ADVB	advmod	возникает	VERB	-	-	-	VERB	0.3209916944615543	0	0		
то	27	-	-	-	-	CONJ	punct	Почему	ADVB	-	-	-	ADVB	-0.40864380239509046	0	0		
вопросов	27	inan	gent	masc	-	NOUN	discourse	то	CONJ	-	-	-	CONJ	-0.40864380239509046	0	0		
ни	27	-	-	-	-	PRCL	advmod	кого	NPRO	-	gent	masc	NPRO	-0.40864380239509046	0	0		
у	27	-	-	-	-	PREP	case	кого	NPRO	-	gent	masc	NPRO	-0.40864380239509046	0	0		
кого	27	-	gent	masc	-	NPRO	nmod	вопросов	NOUN	inan	gent	masc	NOUN	-0.40864380239509046	0	0		
не	27	-	-	-	-	PRCL	advmod	возникает	VERB	-	-	-	VERB	-0.40864380239509046	0	0		
возникает	27	-	-	-	3per	VERB	ROOT	возникает	VERB	-	-	-	VERB	-0.40864380239509046	0	0		
Про	28	-	-	-	-	PREP	case	рибаверин	NOUN	anim	nomn	masc	NOUN	-0.40864380239509046	0	0		
рибаверин	28	anim	nomn	masc	-	NOUN	obl	интересно	ADVB	-	-	-	ADVB	0.39522137120366096	0	рибавирин		
тоже	28	-	-	-	-	PRCL	advmod	интересно	ADVB	-	-	-	ADVB	0.39522137120366096	0	0		
интересно	28	-	-	-	-	ADVB	ROOT	интересно	ADVB	-	-	-	ADVB	0.39522137120366096	0	0		
Родственница	28	anim	nomn	femn	-	NOUN	nsubj	болеет	VERB	-	-	-	VERB	0.39522137120366096	0	0		
болеет	28	-	-	-	3per	VERB	ROOT	болеет	VERB	-	-	-	VERB	0.08260735869407654	0	0		
трешкой	28	inan	ablt	femn	-	NOUN	xcomp	болеет	VERB	-	-	-	VERB	0.08260735869407654	0	0		
теперь	28	-	-	-	-	ADVB	advmod	трешкой	NOUN	inan	ablt	femn	NOUN	0.08260735869407654	0	0		
голову	28	inan	accs	femn	-	NOUN	obj	ломать	INFN	-	-	-	INFN	0.08260735869407654	0	0		
ломать	28	-	-	-	-	INFN	xcomp	болеет	VERB	-	-	-	VERB	0.08260735869407654	0	0		
над	28	-	-	-	-	PREP	case	лечением	NOUN	inan	ablt	neut	NOUN	0.08260735869407654	0	0		
лечением	28	inan	ablt	neut	-	NOUN	obl	ломать	INFN	-	-	-	INFN	0.08260735869407654	0	0		
Соф	28	inan	gent	femn	-	NOUN	nsubj	вел	VERB	-	-	masc	VERB	0.08260735869407654	0	софосбувир		
вел	28	-	-	masc	-	VERB	ROOT	вел	VERB	-	-	masc	VERB	0.8937695274750391	0	велпатасвир		
выходит	28	-	-	-	3per	VERB	punct	вел	VERB	-	-	masc	VERB	0.8937695274750391	0	0		
Может	28	-	-	-	3per	VERB	ROOT	Может	VERB	-	-	-	VERB	0.8937695274750391	0	0		
и	28	-	-	-	-	CONJ	advmod	заговор	NOUN	inan	nomn	masc	NOUN	0.3997170436931284	0	0		
не	28	-	-	-	-	PRCL	advmod	заговор	NOUN	inan	nomn	masc	NOUN	0.3997170436931284	0	0		
заговор	28	inan	nomn	masc	-	NOUN	nsubj	Может	VERB	-	-	-	VERB	0.3997170436931284	0	0		
но	28	-	-	-	-	CONJ	cc	хуже	COMP	-	-	-	COMP	0.3997170436931284	0	0		
по	28	-	-	-	-	PREP	case	статистике	NOUN	inan	datv	femn	NOUN	0.3997170436931284	0	0		
статистике	28	inan	datv	femn	-	NOUN	obl	хуже	COMP	-	-	-	COMP	0.3997170436931284	0	0		
форума	28	inan	gent	masc	-	NOUN	nmod	статистике	NOUN	inan	datv	femn	NOUN	0.3997170436931284	0	0		
на	28	-	-	-	-	PREP	case	соф	NOUN	inan	gent	femn	NOUN	0.3997170436931284	0	0		
соф	28	inan	gent	femn	-	NOUN	nmod	форума	NOUN	inan	gent	masc	NOUN	0.3997170436931284	0	софосбувир		
даке	28	inan	datv	femn	-	NOUN	nmod	соф	NOUN	inan	gent	femn	NOUN	0.3997170436931284	0	даклатасвир		
