TOKEN	TOKEN_VECT	POST_NUM	ANIMACY	CASE	GENDER	PERSON	POS	DEPENDENCY	HEAD	HEAD_VECTHEAD_POS	HEAD_ANIMACY	HEAD_CASE	HEAD_GENDER	HEAD_POS	SENT_VECTOR	HEAD_CHILDS_VECT	NER	COREFERENCE_CLUSTER	HEAD_VECT	
совместно	0.2315727174282074	14	-	-	-	-	ADVB	advmod	принимал		-	-	masc	VERB	-0.05261304733775011	-0.05059462934732437	0	0	0.2006116509437561	
с	-0.303444504737854	14	-	-	-	-	PREP	case	антидепрессантами		inan	ablt	masc	NOUN	-0.05261304733775011	-0.12058846466243267	0	0	0.20646671950817108	
антидепрессантами	0.20646671950817108	14	inan	ablt	masc	-	NOUN	obl	совместно		-	-	-	ADVB	-0.05261304733775011	0.20646671950817108	0	0	0.2315727174282074	
Орто	0.06226757541298866	14	-	-	neut	-	ADJS	appos	антидепрессантами		inan	ablt	masc	NOUN	-0.05261304733775011	-0.12058846466243267	0	0	0.20646671950817108	
а	-0.466221421957016	14	-	-	-	-	CONJ	cc	можно		-	-	-	PRED	-0.05261304733775011	-0.06938820332288742	0	0	-0.10798946768045425	
где	-0.16874316334724426	14	-	-	-	-	ADVB	advmod	можно		-	-	-	PRED	-0.05261304733775011	-0.06938820332288742	0	0	-0.10798946768045425	
его	0.009075403213500977	14	-	accs	masc	3per	NPRO	obj	можно		-	-	-	PRED	-0.05261304733775011	-0.06938820332288742	0	алимемазин	-0.10798946768045425	
можно	-0.10798946768045425	14	-	-	-	-	PRED	parataxis	принимал		-	-	masc	VERB	-0.05261304733775011	-0.05059462934732437	0	0	0.2006116509437561	
приобрести	0.3483363687992096	14	-	-	-	-	INFN	csubj	можно		-	-	-	PRED	-0.05261304733775011	-0.06938820332288742	0	0	-0.10798946768045425	
не	-0.34785494208335876	14	-	-	-	-	PRCL	advmod	приобрести		-	-	-	INFN	-0.05261304733775011	-0.34785494208335876	0	0	0.3483363687992096	
подскажете	-0.1075252965092659	14	-	-	-	2per	VERB	punct	сказал		-	-	masc	VERB	-0.05261304733775011	-0.02374996989965439	0	0	-0.37594228982925415	
В	0.28417888283729553	14	-	-	-	-	PREP	case	Москве		inan	loct	femn	NOUN	-0.18448233157396315	0.28417888283729553	0	0	0.2575100064277649	
Москве	0.19680407643318176	14	inan	loct	femn	-	NOUN	obl	продается		-	-	-	VERB	-0.18448233157396315	-0.14609220623970032	0	0	0.06723115593194962	
продается	0.06723115593194962	14	-	-	-	3per	VERB	ROOT	продается		-	-	-	VERB	-0.18448233157396315	-0.14609220623970032	0	0	0.06723115593194962	
http	-0.2856123149394989	14	-	-	-	-	-	nsubj	продается		-	-	-	VERB	-0.18448233157396315	-0.14609220623970032	0	0	0.06723115593194962	
aptekamos	-0.2147395759820938	14	-	-	-	-	-	flat:foreign	http		-	-	-	-	-0.18448233157396315	-0.35159134715795515	0	0	-0.2856123149394989	
ru	0.10198088735342026	14	-	-	-	-	-	flat:foreign	http		-	-	-	-	-0.18448233157396315	-0.35159134715795515	0	0	-0.2856123149394989	
ed	-0.5882476568222046	14	-	-	-	-	-	flat:foreign	http		-	-	-	-	-0.18448233157396315	-0.35159134715795515	0	0	-0.2856123149394989	
jsp	-0.6215873956680298	14	-	-	-	-	-	flat:foreign	http		-	-	-	-	-0.18448233157396315	-0.35159134715795515	0	0	-0.2856123149394989	
id	-0.4353629946708679	14	-	-	-	-	-	flat:foreign	http		-	-	-	-	-0.18448233157396315	-0.35159134715795515	0	0	-0.2856123149394989	
48441	-0.3494683802127838	14	-	-	-	-	-	punct	продается		-	-	-	VERB	-0.18448233157396315	-0.14609220623970032	0	0	0.06723115593194962	
Прекраная	0.040419574826955795	15	-	nomn	femn	-	ADJF	amod	замена		inan	nomn	femn	NOUN	0.17916654888540506	0.0714533980935812	0	0	0.5353214144706726	
замена	0.5353214144706726	15	inan	nomn	femn	-	NOUN	ROOT	замена		inan	nomn	femn	NOUN	0.17916654888540506	0.0714533980935812	0	0	0.5353214144706726	
опротивевшему	0.03843798488378525	15	-	datv	masc	-	PRTF	amod	сонапаксу		inan	nomn	femn	NOUN	0.17916654888540506	0.03843798488378525	0	0	0.1024872213602066	
сонапаксу	0.1024872213602066	15	inan	nomn	femn	-	NOUN	iobj	замена		inan	nomn	femn	NOUN	0.17916654888540506	0.0714533980935812	мед	сонапакс	0.5353214144706726	
На	-0.046334847807884216	16	-	-	-	-	PREP	case	меня		-	accs	-	NPRO	0.14677063030345985	-0.046334847807884216	0	0	-0.002310371259227395	
меня	-0.002310371259227395	16	-	accs	-	1per	NPRO	obl	произвёл		-	-	masc	VERB	0.14677063030345985	0.1377238214481622	0	0	-0.18274055421352386	
он	0.3054664731025696	16	-	nomn	masc	3per	NPRO	nsubj	произвёл		-	-	masc	VERB	0.14677063030345985	0.1377238214481622	0	алимемазин	-0.18274055421352386	
произвёл	-0.18274055421352386	16	-	-	masc	-	VERB	ROOT	произвёл		-	-	masc	VERB	0.14677063030345985	0.1377238214481622	0	0	-0.18274055421352386	
УЖАСНОЕ	0.11001536250114441	16	-	nomn	neut	-	ADJF	iobj	произвёл		-	-	masc	VERB	0.14677063030345985	0.1377238214481622	0	0	-0.18274055421352386	
действие	0.6965277194976807	16	inan	nomn	neut	-	NOUN	ROOT	действие		inan	nomn	neut	NOUN	0.14677063030345985	0.0	0	0	0.6965277194976807	
Сначала	-0.07126427441835403	17	-	-	-	-	ADVB	advmod	стала		-	-	femn	VERB	0.19769855705089867	0.18915305584669112	0	0	-0.061563633382320404	
стала	-0.061563633382320404	17	-	-	femn	-	VERB	ROOT	стала		-	-	femn	VERB	0.19769855705089867	0.18915305584669112	0	0	-0.061563633382320404	
в	0.28417888283729553	17	-	-	-	-	PREP	case	туалет		inan	accs	masc	NOUN	0.19769855705089867	0.28417888283729553	0	0	0.268843412399292	
туалет	0.268843412399292	17	inan	accs	masc	-	NOUN	obl	стала		-	-	femn	VERB	0.19769855705089867	0.18915305584669112	0	0	-0.061563633382320404	
редко	0.2548089623451233	17	-	-	-	-	ADVB	advmod	ходить		-	-	-	INFN	0.19769855705089867	0.2548089623451233	0	0	0.40414464473724365	
ходить	0.40414464473724365	17	-	-	-	-	INFN	xcomp	стала		-	-	femn	VERB	0.19769855705089867	0.18915305584669112	0	0	-0.061563633382320404	
вся	0.5487350821495056	17	-	nomn	femn	-	ADJF	nsubj	опухла		-	-	femn	ADJS	0.19769855705089867	0.24918799754232168	0	0	0.43589845299720764	
опухла	0.43589845299720764	17	-	-	femn	-	ADJS	conj	стала		-	-	femn	VERB	0.19769855705089867	0.18915305584669112	0	0	-0.061563633382320404	
потом	-0.5062567591667175	17	-	-	-	-	ADVB	advmod	опухла		-	-	femn	ADJS	0.19769855705089867	0.24918799754232168	0	0	0.43589845299720764	
в	0.28417888283729553	17	-	-	-	-	PREP	case	ушах		inan	loct	neut	NOUN	0.19769855705089867	0.28417888283729553	0	0	0.05742683634161949	
ушах	0.05742683634161949	17	inan	loct	neut	-	NOUN	obl	опухла		-	-	femn	ADJS	0.19769855705089867	0.24918799754232168	0	0	0.43589845299720764	
звенеть	0.8968468308448792	17	-	-	-	-	INFN	xcomp	опухла		-	-	femn	ADJS	0.19769855705089867	0.24918799754232168	0	0	0.43589845299720764	
начало	-0.13496100902557373	17	inan	nomn	neut	-	NOUN	obj	звенеть		-	-	-	INFN	0.19769855705089867	-0.13496100902557373	0	0	0.8968468308448792	
сердце	-0.1171693280339241	17	inan	accs	neut	-	NOUN	nmod	начало		inan	nomn	neut	NOUN	0.19769855705089867	-0.1171693280339241	0	0	-0.13496100902557373	
стало	-0.0918569564819336	17	-	-	neut	-	VERB	conj	стала		-	-	femn	VERB	0.19769855705089867	0.18915305584669112	0	0	-0.061563633382320404	
болеть	0.7111868858337402	17	-	-	-	-	INFN	xcomp	стало		-	-	neut	VERB	0.19769855705089867	0.7111868858337402	0	0	-0.0918569564819336	
А	-0.466221421957016	17	-	-	-	-	CONJ	cc	стали		-	-	-	VERB	0.07340173497796058	0.21143453940749168	0	0	0.15177986025810242	
на	-0.046334847807884216	17	-	-	-	-	PREP	case	день		inan	accs	masc	NOUN	0.07340173497796058	0.01795957734187444	0	0	0.21857662498950958	
третий	0.03365074098110199	17	-	nomn	masc	-	ADJF	amod	день		inan	accs	masc	NOUN	0.07340173497796058	0.01795957734187444	0	0	0.21857662498950958	
день	0.21857662498950958	17	inan	accs	masc	-	NOUN	obl	стали		-	-	-	VERB	0.07340173497796058	0.21143453940749168	0	0	0.15177986025810242	
ночь	0.06656283885240555	17	inan	accs	femn	-	NOUN	nmod	день		inan	accs	masc	NOUN	0.07340173497796058	0.01795957734187444	0	0	0.21857662498950958	
стали	0.15177986025810242	17	-	-	-	-	VERB	ROOT	стали		-	-	-	VERB	0.07340173497796058	0.21143453940749168	0	0	0.15177986025810242	
болеть	0.7111868858337402	17	-	-	-	-	INFN	xcomp	стали		-	-	-	VERB	0.07340173497796058	0.21143453940749168	0	0	0.15177986025810242	
все	-0.5626760721206665	17	-	-	-	-	PRCL	det	органы		inan	nomn	masc	NOUN	0.07340173497796058	-0.1586897000670433	0	0	0.3821960687637329	
органы	0.3821960687637329	17	inan	nomn	masc	-	NOUN	nsubj	стали		-	-	-	VERB	0.07340173497796058	0.21143453940749168	0	0	0.15177986025810242	
ЖКТ	0.2452966719865799	17	inan	gent	masc	-	NOUN	nmod	органы		inan	nomn	masc	NOUN	0.07340173497796058	-0.1586897000670433	0	0	0.3821960687637329	
Открылась	0.19241540133953094	17	-	-	femn	-	VERB	ROOT	Открылась		-	-	femn	VERB	0.14890158269554377	0.013707641512155533	0	0	0.15123042464256287	
язва	0.11927223950624466	17	inan	nomn	femn	-	NOUN	nsubj	Открылась		-	-	femn	VERB	0.14890158269554377	0.013707641512155533	0	0	0.15123042464256287	
и	-0.16761508584022522	17	-	-	-	-	CONJ	cc	стало		-	-	neut	VERB	0.14890158269554377	0.07192903260389964	0	0	-0.0918569564819336	
стало	-0.0918569564819336	17	-	-	neut	-	VERB	conj	Открылась		-	-	femn	VERB	0.14890158269554377	0.013707641512155533	0	0	0.15123042464256287	
невозможно	0.17249026894569397	17	-	-	-	-	ADVB	xcomp	стало		-	-	neut	VERB	0.14890158269554377	0.07192903260389964	0	0	-0.0918569564819336	
глотать	0.21091191470623016	17	-	-	-	-	INFN	xcomp	стало		-	-	neut	VERB	0.14890158269554377	0.07192903260389964	0	0	-0.0918569564819336	
болел	0.3666702210903168	17	-	-	masc	-	VERB	xcomp	глотать		-	-	-	INFN	0.14890158269554377	0.3666702210903168	0	0	0.21091191470623016	
живот	0.38892465829849243	17	inan	nomn	masc	-	NOUN	ROOT	живот		inan	nomn	masc	NOUN	0.14890158269554377	0.0	0	0	0.38892465829849243	
Ужасные	0.3788490295410156	16	inan	accs	-	-	ADJF	amod	боли		inan	gent	femn	NOUN	0.11241840829069798	0.3788490295410156	0	0	1.1539517641067505	
боли	1.1539517641067505	16	inan	gent	femn	-	NOUN	nsubj	теряла		-	-	femn	VERB	0.11241840829069798	0.5675909072160721	0	0	-0.07962237298488617	
были	0.543457567691803	16	-	-	-	-	VERB	cop	теряла		-	-	femn	VERB	0.11241840829069798	0.5675909072160721	0	0	-0.07962237298488617	
я	0.11718772351741791	16	-	nomn	-	1per	NPRO	nsubj	теряла		-	-	femn	VERB	0.11241840829069798	0.5675909072160721	0	0	-0.07962237298488617	
даже	-0.2776855230331421	16	-	-	-	-	PRCL	advmod	несколько		-	-	-	ADVB	0.11241840829069798	-0.2776855230331421	0	0	0.1112406775355339	
несколько	0.1112406775355339	16	-	-	-	-	ADVB	nummod:gov	раз		inan	gent	masc	NOUN	0.11241840829069798	0.1112406775355339	0	0	0.6359729766845703	
раз	0.6359729766845703	16	inan	gent	masc	-	NOUN	obl	теряла		-	-	femn	VERB	0.11241840829069798	0.5675909072160721	0	0	-0.07962237298488617	
теряла	-0.07962237298488617	16	-	-	femn	-	VERB	ROOT	теряла		-	-	femn	VERB	0.11241840829069798	0.5675909072160721	0	0	-0.07962237298488617	
сознание	0.381656289100647	16	inan	accs	neut	-	NOUN	obj	теряла		-	-	femn	VERB	0.11241840829069798	0.5675909072160721	0	0	-0.07962237298488617	
А	-0.466221421957016	16	-	-	-	-	CONJ	cc	обещал		-	-	masc	VERB	0.11241840829069798	-0.1407434418797493	0	0	0.25682127475738525	
доктор	-0.32630595564842224	16	anim	nomn	masc	-	NOUN	nsubj	обещал		-	-	masc	VERB	0.11241840829069798	-0.1407434418797493	0	0	0.25682127475738525	
обещал	0.25682127475738525	16	-	-	masc	-	VERB	conj	теряла		-	-	femn	VERB	0.11241840829069798	0.5675909072160721	0	0	-0.07962237298488617	
что	-0.33889976143836975	16	-	-	-	-	CONJ	case	лекарство		inan	nomn	neut	NOUN	0.11241840829069798	-0.12775206938385963	0	0	-0.35751739144325256	
это	0.08339562267065048	16	-	-	-	-	PRCL	det	лекарство		inan	nomn	neut	NOUN	0.11241840829069798	-0.12775206938385963	0	0	-0.35751739144325256	
лекарство	-0.35751739144325256	16	inan	nomn	neut	-	NOUN	obj	обещал		-	-	masc	VERB	0.11241840829069798	-0.1407434418797493	0	алимемазин	0.25682127475738525	
востанови	0.5870710015296936	16	-	-	-	-	VERB	advmod	обещал		-	-	masc	VERB	0.11241840829069798	-0.1407434418797493	0	0	0.25682127475738525	
мне	-0.29235735535621643	16	-	datv	-	1per	NPRO	iobj	востанови		-	-	-	VERB	0.11241840829069798	-0.09154504910111427	0	0	0.5870710015296936	
сон	0.28956174850463867	16	inan	nomn	masc	-	NOUN	nsubj	понимаю		-	-	-	VERB	0.11241840829069798	0.039812917510668434	0	0	0.10926725715398788	
Так	-0.32659250497817993	16	-	-	-	-	CONJ	advmod	понимаю		-	-	-	VERB	0.11241840829069798	0.039812917510668434	0	0	0.10926725715398788	
понимаю	0.10926725715398788	16	-	-	-	1per	VERB	xcomp	востанови		-	-	-	VERB	0.11241840829069798	-0.09154504910111427	0	0	0.5870710015296936	
что	-0.33889976143836975	16	-	-	-	-	CONJ	mark	глумился		-	-	masc	VERB	0.11241840829069798	-0.07522757351398468	0	0	0.15646950900554657	
врач	-0.6288936138153076	16	anim	nomn	masc	-	NOUN	nsubj	глумился		-	-	masc	VERB	0.11241840829069798	-0.07522757351398468	0	0	0.15646950900554657	
просто	0.2785664200782776	16	-	-	-	-	PRCL	advmod	глумился		-	-	masc	VERB	0.11241840829069798	-0.07522757351398468	0	0	0.15646950900554657	
глумился	0.15646950900554657	16	-	-	masc	-	VERB	ccomp	понимаю		-	-	-	VERB	0.11241840829069798	0.039812917510668434	0	0	0.10926725715398788	
надо	0.38831666111946106	16	-	-	-	-	PRED	advmod	глумился		-	-	masc	VERB	0.11241840829069798	-0.07522757351398468	0	0	0.15646950900554657	
мной	0.8840887546539307	16	-	ablt	-	1per	NPRO	obl	теряла		-	-	femn	VERB	0.11241840829069798	0.5675909072160721	0	0	-0.07962237298488617	
Динка	0.16016998887062073	17	anim	gent	masc	-	NOUN	nsubj	сказал		-	-	masc	VERB	-0.16540421484969556	0.07713047787547112	0	0	-0.37594228982925415	
сказал	-0.37594228982925415	17	-	-	masc	-	VERB	ROOT	сказал		-	-	masc	VERB	-0.16540421484969556	0.07713047787547112	0	0	-0.37594228982925415	
а	-0.466221421957016	17	-	-	-	-	CONJ	cc	29		-	-	-	-	-0.16540421484969556	-0.5321697220206261	0	0	-0.43294471502304077	
29	-0.43294471502304077	17	-	-	-	-	-	nummod	ПП		-	-	-	-	-0.16540421484969556	-0.21762754314113408	0	0		
Сен	-0.8048087954521179	17	-	-	-	-	-	flat	29		-	-	-	-	-0.16540421484969556	-0.5321697220206261	0	0	-0.43294471502304077	
2009	-0.48047006130218506	17	-	-	-	-	-	flat	29		-	-	-	-	-0.16540421484969556	-0.5321697220206261	0	0	-0.43294471502304077	
5	-0.2188558578491211	17	-	-	-	-	-	nummod	26		-	-	-	-	-0.16540421484969556	-0.2188558578491211	0	0	-0.3771786093711853	
26	-0.3771786093711853	17	-	-	-	-	-	nummod	29		-	-	-	-	-0.16540421484969556	-0.5321697220206261	0	0	-0.43294471502304077	
ПП	-0.36543524265289307	17	-	-	-	-	-	obl	сказал		-	-	masc	VERB	-0.16540421484969556	0.07713047787547112	0	0	-0.37594228982925415	
На	-0.046334847807884216	17	-	-	-	-	PREP	case	меня		-	accs	-	NPRO	-0.16540421484969556	-0.046334847807884216	0	0	-0.002310371259227395	
меня	-0.002310371259227395	17	-	accs	-	1per	NPRO	nmod	ПП		-	-	-	-	-0.16540421484969556	-0.21762754314113408	0	0		
он	0.3054664731025696	17	-	nomn	masc	3per	NPRO	nsubj	произвёл		-	-	masc	VERB	-0.16540421484969556	0.207740917801857	0	алимемазин	-0.18274055421352386	
произвёл	-0.18274055421352386	17	-	-	masc	-	VERB	ccomp	сказал		-	-	masc	VERB	-0.16540421484969556	0.07713047787547112	0	0	-0.37594228982925415	
УЖАСНОЕ	0.11001536250114441	17	-	nomn	neut	-	ADJF	iobj	произвёл		-	-	masc	VERB	-0.16540421484969556	0.207740917801857	0	0	-0.18274055421352386	
действие	0.6965277194976807	17	inan	nomn	neut	-	NOUN	obj	сказал		-	-	masc	VERB	-0.16540421484969556	0.07713047787547112	0	0	-0.37594228982925415	
Ужасные	0.3788490295410156	17	inan	accs	-	-	ADJF	amod	боли		inan	gent	femn	NOUN	0.16383062093518674	0.3788490295410156	0	0	1.1539517641067505	
боли	1.1539517641067505	17	inan	gent	femn	-	NOUN	nsubj	теряла		-	-	femn	VERB	0.16383062093518674	0.5002625393015998	0	0	-0.07962237298488617	
были	0.543457567691803	17	-	-	-	-	VERB	cop	теряла		-	-	femn	VERB	0.16383062093518674	0.5002625393015998	0	0	-0.07962237298488617	
я	0.11718772351741791	17	-	nomn	-	1per	NPRO	nsubj	теряла		-	-	femn	VERB	0.16383062093518674	0.5002625393015998	0	0	-0.07962237298488617	
даже	-0.2776855230331421	17	-	-	-	-	PRCL	advmod	несколько		-	-	-	ADVB	0.16383062093518674	-0.2776855230331421	0	0	0.1112406775355339	
несколько	0.1112406775355339	17	-	-	-	-	ADVB	nummod:gov	раз		inan	gent	masc	NOUN	0.16383062093518674	0.1112406775355339	0	0	0.6359729766845703	
раз	0.6359729766845703	17	inan	gent	masc	-	NOUN	obl	теряла		-	-	femn	VERB	0.16383062093518674	0.5002625393015998	0	0	-0.07962237298488617	
теряла	-0.07962237298488617	17	-	-	femn	-	VERB	ROOT	теряла		-	-	femn	VERB	0.16383062093518674	0.5002625393015998	0	0	-0.07962237298488617	
сознание	0.381656289100647	17	inan	accs	neut	-	NOUN	obj	теряла		-	-	femn	VERB	0.16383062093518674	0.5002625393015998	0	0	-0.07962237298488617	
А	-0.466221421957016	17	-	-	-	-	CONJ	cc	обещал		-	-	masc	VERB	0.16383062093518674	-0.1407434418797493	0	0	0.25682127475738525	
доктор	-0.32630595564842224	17	anim	nomn	masc	-	NOUN	nsubj	обещал		-	-	masc	VERB	0.16383062093518674	-0.1407434418797493	0	0	0.25682127475738525	
обещал	0.25682127475738525	17	-	-	masc	-	VERB	conj	теряла		-	-	femn	VERB	0.16383062093518674	0.5002625393015998	0	0	-0.07962237298488617	
что	-0.33889976143836975	17	-	-	-	-	CONJ	case	лекарство		inan	nomn	neut	NOUN	0.16383062093518674	-0.12775206938385963	0	0	-0.35751739144325256	
это	0.08339562267065048	17	-	-	-	-	PRCL	det	лекарство		inan	nomn	neut	NOUN	0.16383062093518674	-0.12775206938385963	0	0	-0.35751739144325256	
лекарство	-0.35751739144325256	17	inan	nomn	neut	-	NOUN	obj	обещал		-	-	masc	VERB	0.16383062093518674	-0.1407434418797493	0	0	0.25682127475738525	
востанови	0.5870710015296936	17	-	-	-	-	VERB	advmod	обещал		-	-	masc	VERB	0.16383062093518674	-0.1407434418797493	0	0	0.25682127475738525	
мне	-0.29235735535621643	17	-	datv	-	1per	NPRO	iobj	востанови		-	-	-	VERB	0.16383062093518674	-0.09154504910111427	0	0	0.5870710015296936	
сон	0.28956174850463867	17	inan	nomn	masc	-	NOUN	nsubj	понимаю		-	-	-	VERB	0.16383062093518674	0.039812917510668434	0	0	0.10926725715398788	
Так	-0.32659250497817993	17	-	-	-	-	CONJ	advmod	понимаю		-	-	-	VERB	0.16383062093518674	0.039812917510668434	0	0	0.10926725715398788	
понимаю	0.10926725715398788	17	-	-	-	1per	VERB	xcomp	востанови		-	-	-	VERB	0.16383062093518674	-0.09154504910111427	0	0	0.5870710015296936	
что	-0.33889976143836975	17	-	-	-	-	CONJ	mark	глумился		-	-	masc	VERB	0.16383062093518674	0.14976783394813536	0	0	0.15646950900554657	
врач	-0.6288936138153076	17	anim	nomn	masc	-	NOUN	nsubj	глумился		-	-	masc	VERB	0.16383062093518674	0.14976783394813536	0	0	0.15646950900554657	
просто	0.2785664200782776	17	-	-	-	-	PRCL	advmod	глумился		-	-	masc	VERB	0.16383062093518674	0.14976783394813536	0	0	0.15646950900554657	
