token	entity	coreference_cluster	1 – препарат, 2 – кандидат в анафоры
депрессии			
минидозами			
сероквеля	1	сероквель	
150			
200			
мг			
однократно			
на			
ночь			
Результатов			
правда			
не			
знаю			
но			
говорили			
что			
вроде			
некоторым			
помогает			
"
"			
А			
если			
принимать			
100			
однократно			
на			
ночь			
утром			
сильная			
остаточная			
сонливость			
бывает			
"
"			
Viola			
сказал(а			
5.11.2008			
20:17			
"
"			
А			
если			
принимать			
100			
однократно			
на			
ночь			
утром			
сильная			
остаточная			
сонливость			
бывает			
Да			
у			
всех			
по			
разному			
на			
самом			
деле			
В			
целом			
скорее			
нет			
чем			
да			
он	1	сероквель	
выводится			
быстро			
По			
крайней			
мере			
у			
меня			
не			
было			
я			
долгое			
время			
принимал			
50			
мг			
на			
ночь			
для			
улучшения			
сна			
эффект			
был			
отличным			
нежелательных			
явлений			
не			
наблюдал			
вообще			
При			
этом			
когда			
постепенно			
сероквель	1	сероквель	
отменял			
с			
удивлением			
обнаружил			
что			
и			
25			
мг	1	сероквель	
дают			
совершенно			
такой			
же			
по			
силе			
седативный			
эффект			
"
"			
продаю			
Сероквель	1	сероквель	
200			
мне			
он			
не			
нужен			
"
"			
По			
данным			
AstraZeneca			
представленным			
по			
требованию			
FDA			
2.4			
людей			
начинающих			
принимать			
Сероквель	1	сероквель	
с			
нормальными			
показателями			
метаболизма			
глюкозы			
через			
52			
недели			
1			
год			
имели			
показатели			
позволяющие			
ставить			
диагноз			
сахарный			
диабет			
"

"			
В			
плацебо			
группе			
