TOKEN	POST_NUM	ANIMACY	CASE	GENDER	PERSON	POS	DEPENDENCY	HEAD	HEAD_POS	HEAD_ANIMACY	HEAD_CASE	HEAD_GENDER	HEAD_POS	SENT_VECTOR	NER	COREFERENCE_CLUSTER
доктор	16	anim	nomn	masc	-	NOUN	nsubj	обещал	VERB	-	-	masc	VERB	-0.8261384184902104	0	0
обещал	16	-	-	masc	-	VERB	conj	теряла	VERB	-	-	femn	VERB	-0.8261384184902104	0	0
что	16	-	-	-	-	CONJ	case	лекарство	NOUN	inan	nomn	neut	NOUN	-0.8261384184902104	0	0
это	16	-	-	-	-	PRCL	det	лекарство	NOUN	inan	nomn	neut	NOUN	-0.8261384184902104	0	0
лекарство	16	inan	nomn	neut	-	NOUN	obj	обещал	VERB	-	-	masc	VERB	-0.8261384184902104	0	алимемазин
востанови	16	-	-	-	-	VERB	advmod	обещал	VERB	-	-	masc	VERB	-0.8261384184902104	0	0
мне	16	-	datv	-	1per	NPRO	iobj	востанови	VERB	-	-	-	VERB	-0.8261384184902104	0	0
сон	16	inan	nomn	masc	-	NOUN	nsubj	понимаю	VERB	-	-	-	VERB	-0.8261384184902104	0	0
Так	16	-	-	-	-	CONJ	advmod	понимаю	VERB	-	-	-	VERB	-0.8261384184902104	0	0
понимаю	16	-	-	-	1per	VERB	xcomp	востанови	VERB	-	-	-	VERB	-0.8261384184902104	0	0
что	16	-	-	-	-	CONJ	mark	глумился	VERB	-	-	masc	VERB	-0.8261384184902104	0	0
врач	16	anim	nomn	masc	-	NOUN	nsubj	глумился	VERB	-	-	masc	VERB	-0.8261384184902104	0	0
просто	16	-	-	-	-	PRCL	advmod	глумился	VERB	-	-	masc	VERB	-0.8261384184902104	0	0
глумился	16	-	-	masc	-	VERB	ccomp	понимаю	VERB	-	-	-	VERB	-0.8261384184902104	0	0
надо	16	-	-	-	-	PRED	advmod	глумился	VERB	-	-	masc	VERB	-0.8261384184902104	0	0
мной	16	-	ablt	-	1per	NPRO	obl	теряла	VERB	-	-	femn	VERB	-0.8261384184902104	0	0
Динка	17	anim	gent	masc	-	NOUN	nsubj	сказал	VERB	-	-	masc	VERB	-0.8741050052766999	0	0
сказал	17	-	-	masc	-	VERB	ROOT	сказал	VERB	-	-	masc	VERB	-0.8741050052766999	0	0
а	17	-	-	-	-	CONJ	cc	29	-	-	-	-	-	-0.8741050052766999	0	0
29	17	-	-	-	-	-	nummod	ПП	-	-	-	-	-	-0.8741050052766999	0	0
Сен	17	-	-	-	-	-	flat	29	-	-	-	-	-	-0.8741050052766999	0	0
2009	17	-	-	-	-	-	flat	29	-	-	-	-	-	-0.8741050052766999	0	0
5	17	-	-	-	-	-	nummod	26	-	-	-	-	-	-0.8741050052766999	0	0
26	17	-	-	-	-	-	nummod	29	-	-	-	-	-	-0.8741050052766999	0	0
ПП	17	-	-	-	-	-	obl	сказал	VERB	-	-	masc	VERB	-0.8741050052766999	0	0
На	17	-	-	-	-	PREP	case	меня	NPRO	-	accs	-	NPRO	-0.8741050052766999	0	0
меня	17	-	accs	-	1per	NPRO	nmod	ПП	-	-	-	-	-	-0.8741050052766999	0	0
он	17	-	nomn	masc	3per	NPRO	nsubj	произвёл	VERB	-	-	masc	VERB	-0.8741050052766999	0	алимемазин
произвёл	17	-	-	masc	-	VERB	ccomp	сказал	VERB	-	-	masc	VERB	-0.8741050052766999	0	0
УЖАСНОЕ	17	-	nomn	neut	-	ADJF	iobj	произвёл	VERB	-	-	masc	VERB	-0.8741050052766999	0	0
действие	17	inan	nomn	neut	-	NOUN	obj	сказал	VERB	-	-	masc	VERB	-0.8741050052766999	0	0
Ужасные	17	inan	accs	-	-	ADJF	amod	боли	NOUN	inan	gent	femn	NOUN	-0.7424512337020133	0	0
боли	17	inan	gent	femn	-	NOUN	nsubj	теряла	VERB	-	-	femn	VERB	-0.7424512337020133	0	0
были	17	-	-	-	-	VERB	cop	теряла	VERB	-	-	femn	VERB	-0.7424512337020133	0	0
я	17	-	nomn	-	1per	NPRO	nsubj	теряла	VERB	-	-	femn	VERB	-0.7424512337020133	0	0
даже	17	-	-	-	-	PRCL	advmod	несколько	ADVB	-	-	-	ADVB	-0.7424512337020133	0	0
несколько	17	-	-	-	-	ADVB	nummod:gov	раз	NOUN	inan	gent	masc	NOUN	-0.7424512337020133	0	0
раз	17	inan	gent	masc	-	NOUN	obl	теряла	VERB	-	-	femn	VERB	-0.7424512337020133	0	0
теряла	17	-	-	femn	-	VERB	ROOT	теряла	VERB	-	-	femn	VERB	-0.7424512337020133	0	0
сознание	17	inan	accs	neut	-	NOUN	obj	теряла	VERB	-	-	femn	VERB	-0.7424512337020133	0	0
А	17	-	-	-	-	CONJ	cc	обещал	VERB	-	-	masc	VERB	-0.7424512337020133	0	0
доктор	17	anim	nomn	masc	-	NOUN	nsubj	обещал	VERB	-	-	masc	VERB	-0.7424512337020133	0	0
обещал	17	-	-	masc	-	VERB	conj	теряла	VERB	-	-	femn	VERB	-0.7424512337020133	0	0
что	17	-	-	-	-	CONJ	case	лекарство	NOUN	inan	nomn	neut	NOUN	-0.7424512337020133	0	0
это	17	-	-	-	-	PRCL	det	лекарство	NOUN	inan	nomn	neut	NOUN	-0.7424512337020133	0	0
лекарство	17	inan	nomn	neut	-	NOUN	obj	обещал	VERB	-	-	masc	VERB	-0.7424512337020133	0	0
востанови	17	-	-	-	-	VERB	advmod	обещал	VERB	-	-	masc	VERB	-0.7424512337020133	0	0
мне	17	-	datv	-	1per	NPRO	iobj	востанови	VERB	-	-	-	VERB	-0.7424512337020133	0	0
сон	17	inan	nomn	masc	-	NOUN	nsubj	понимаю	VERB	-	-	-	VERB	-0.7424512337020133	0	0
Так	17	-	-	-	-	CONJ	advmod	понимаю	VERB	-	-	-	VERB	-0.7424512337020133	0	0
понимаю	17	-	-	-	1per	VERB	xcomp	востанови	VERB	-	-	-	VERB	-0.7424512337020133	0	0
что	17	-	-	-	-	CONJ	mark	глумился	VERB	-	-	masc	VERB	-0.7424512337020133	0	0
врач	17	anim	nomn	masc	-	NOUN	nsubj	глумился	VERB	-	-	masc	VERB	-0.7424512337020133	0	0
просто	17	-	-	-	-	PRCL	advmod	глумился	VERB	-	-	masc	VERB	-0.7424512337020133	0	0
глумился	17	-	-	masc	-	VERB	ccomp	понимаю	VERB	-	-	-	VERB	-0.7424512337020133	0	0
надо	17	-	-	-	-	PRED	case	мной	NPRO	-	ablt	-	NPRO	-0.7424512337020133	0	0
мной	17	-	ablt	-	1per	NPRO	obl	глумился	VERB	-	-	masc	VERB	-0.7424512337020133	0	0
С	17	-	-	-	-	PREP	case	целью	NOUN	inan	ablt	femn	NOUN	-0.7424512337020133	0	0
какой	17	-	loct	femn	-	ADJF	det	целью	NOUN	inan	ablt	femn	NOUN	-0.7424512337020133	0	0
целью	17	inan	ablt	femn	-	NOUN	obl	позвольте	VERB	-	-	-	VERB	-0.7424512337020133	0	0
позвольте	17	-	-	-	-	VERB	parataxis	глумился	VERB	-	-	masc	VERB	-0.7424512337020133	0	0
поинтересоваться	17	-	-	-	-	INFN	xcomp	позвольте	VERB	-	-	-	VERB	-0.7424512337020133	0	0
глумится	17	-	-	-	3per	VERB	punct	теряла	VERB	-	-	femn	VERB	-0.7424512337020133	0	0
Или	17	-	-	-	-	CONJ	cc	делать	INFN	-	-	-	INFN	-0.3810743782669306	0	0
делать	17	-	-	-	-	INFN	csubj	нечего	NPRO	-	gent	-	NPRO	-0.3810743782669306	0	0
ему	17	-	datv	masc	3per	NPRO	iobj	делать	INFN	-	-	-	INFN	-0.3810743782669306	0	0
нечего	17	-	gent	-	-	NPRO	ROOT	нечего	NPRO	-	gent	-	NPRO	-0.3810743782669306	0	0
Такие	17	-	nomn	-	-	ADJF	det	действия	NOUN	inan	gent	neut	NOUN	-0.5506596326828003	0	0
побочные	17	-	nomn	-	-	ADJF	amod	действия	NOUN	inan	gent	neut	NOUN	-0.5506596326828003	0	0
действия	17	inan	gent	neut	-	NOUN	nsubj	возможны	ADJS	-	-	-	ADJS	-0.5506596326828003	0	0
вполне	17	-	-	-	-	ADVB	advmod	возможны	ADJS	-	-	-	ADJS	-0.5506596326828003	0	0
возможны	17	-	-	-	-	ADJS	ROOT	возможны	ADJS	-	-	-	ADJS	-0.5506596326828003	0	0
Имел	18	-	-	masc	-	VERB	ROOT	Имел	VERB	-	-	masc	VERB	-0.7725012418296602	0	0
ли	18	-	-	-	-	CONJ	advmod	Имел	VERB	-	-	masc	VERB	-0.7725012418296602	0	0
кто	18	-	nomn	masc	-	NPRO	nsubj	Имел	VERB	-	-	masc	VERB	-0.7725012418296602	0	0
нибудь	18	-	-	-	-	VERB	det	опыт	NOUN	inan	nomn	masc	NOUN	-0.7725012418296602	0	0
опыт	18	inan	nomn	masc	-	NOUN	obj	Имел	VERB	-	-	masc	VERB	-0.7725012418296602	0	0
совмещения	18	inan	gent	neut	-	NOUN	nmod	опыт	NOUN	inan	nomn	masc	NOUN	-0.7725012418296602	0	0
велаксина	18	anim	nomn	femn	-	NOUN	nmod	совмещения	NOUN	inan	gent	neut	NOUN	-0.7725012418296602	мед	велаксин
с	18	-	-	-	-	PREP	case	тералидженом	ADJF	-	loct	masc	ADJF	-0.7725012418296602	0	0
тералидженом	18	-	loct	masc	-	ADJF	obl	Имел	VERB	-	-	masc	VERB	-0.7725012418296602	мед	тералиджен
Принимал	19	-	-	masc	-	VERB	nsubj:pass	принималось	VERB	-	-	neut	VERB	-0.707398387503025	0	0
порядка	19	inan	gent	masc	-	NOUN	case	недель	NOUN	inan	gent	femn	NOUN	-0.707398387503025	0	0
2	19	-	-	-	-	-	nummod:gov	3	-	-	-	-	-	-0.707398387503025	0	0
3	19	-	-	-	-	-	nummod:gov	недель	NOUN	inan	gent	femn	NOUN	-0.707398387503025	0	0
недель	19	inan	gent	femn	-	NOUN	obl	Принимал	VERB	-	-	masc	VERB	-0.707398387503025	0	0
от	19	-	-	-	-	PREP	case	10	-	-	-	-	-	-0.707398387503025	0	0
10	19	-	-	-	-	-	nummod	недель	NOUN	inan	gent	femn	NOUN	-0.707398387503025	0	0
до	19	-	-	-	-	PREP	case	мг	NOUN	inan	nomn	masc	NOUN	-0.707398387503025	0	0
20	19	-	-	-	-	-	nummod	мг	NOUN	inan	nomn	masc	NOUN	-0.707398387503025	0	0
мг	19	inan	nomn	masc	-	NOUN	obl	10	-	-	-	-	-	-0.707398387503025	0	
Алимемазина	19	inan	gent	masc	-	NOUN	nmod	мг	NOUN	inan	nomn	masc	NOUN	-0.707398387503025	мед	алимемазин
совместно	19	-	-	-	-	ADVB	advmod	10	-	-	-	-	-	-0.707398387503025	0	0
с	19	-	-	-	-	PREP	case	мг	NOUN	inan	nomn	masc	NOUN	-0.707398387503025	0	0
200	19	-	-	-	-	-	nummod	мг	NOUN	inan	nomn	masc	NOUN	-0.707398387503025	0	0
мг	19	inan	nomn	masc	-	NOUN	obl	совместно	ADVB	-	-	-	ADVB	-0.707398387503025	0	0
Азалептина	19	anim	nomn	femn	-	NOUN	appos	мг	NOUN	inan	nomn	masc	NOUN	-0.707398387503025	мед	азалептин
и	19	-	-	-	-	CONJ	cc	мг	NOUN	inan	nomn	masc	NOUN	-0.707398387503025	0	0
30	19	-	-	-	-	-	nummod	мг	NOUN	inan	nomn	masc	NOUN	-0.707398387503025	0	0
мг	19	inan	nomn	masc	-	NOUN	conj	мг	NOUN	inan	nomn	masc	NOUN	-0.707398387503025	0	0
Ремерона	19	anim	gent	masc	-	NOUN	nmod	мг	NOUN	inan	nomn	masc	NOUN	-0.707398387503025	мед	ремерон
Всё	19	-	-	-	-	PRCL	flat:name	Ремерона	NOUN	anim	gent	masc	NOUN	-0.707398387503025	0	0
это	19	-	-	-	-	PRCL	nsubj:pass	принималось	VERB	-	-	neut	VERB	-0.707398387503025	0	0
принималось	19	-	-	neut	-	VERB	ROOT	принималось	VERB	-	-	neut	VERB	-0.707398387503025	0	0
за	19	-	-	-	-	PREP	case	полчаса	NOUN	inan	accs	neut	NOUN	-0.707398387503025	0	0
полчаса	19	inan	accs	neut	-	NOUN	obl	принималось	VERB	-	-	neut	VERB	-0.707398387503025	0	0
до	19	-	-	-	-	PREP	case	сна	NOUN	inan	gent	masc	NOUN	-0.707398387503025	0	0
сна	19	inan	gent	masc	-	NOUN	nmod	полчаса	NOUN	inan	accs	neut	NOUN	-0.707398387503025	0	0
Лично	19	-	-	-	-	ADVB	appos	полчаса	NOUN	inan	accs	neut	NOUN	-0.707398387503025	0	0
я	19	-	nomn	-	1per	NPRO	nsubj	почувствовал	VERB	-	-	masc	VERB	-0.707398387503025	0	0
не	19	-	-	-	-	PRCL	advmod	почувствовал	VERB	-	-	masc	VERB	-0.707398387503025	0	0
почувствовал	19	-	-	masc	-	VERB	conj	принималось	VERB	-	-	neut	VERB	-0.707398387503025	0	0
действие	19	inan	nomn	neut	-	NOUN	obj	почувствовал	VERB	-	-	masc	VERB	-0.707398387503025	0	0
Тералиджена	19	inan	gent	masc	-	NOUN	nmod	действие	NOUN	inan	nomn	neut	NOUN	-0.707398387503025	мед	тералиджен
словно	19	-	-	-	-	CONJ	mark	принимал	VERB	-	-	masc	VERB	-0.707398387503025	0	0
и	19	-	-	-	-	CONJ	cc	принимал	VERB	-	-	masc	VERB	-0.707398387503025	0	0
не	19	-	-	-	-	PRCL	advmod	принимал	VERB	-	-	masc	VERB	-0.707398387503025	0	0
принимал	19	-	-	masc	-	VERB	conj	принималось	VERB	-	-	neut	VERB	-0.707398387503025	0	0
его	19	-	accs	masc	3per	NPRO	obj	принимал	VERB	-	-	masc	VERB	-0.707398387503025	0	0
вовсе	19	-	-	-	-	ADVB	advmod	принимал	VERB	-	-	masc	VERB	-0.707398387503025	0	0
Мою	19	-	accs	femn	-	ADJF	obl	вовсе	ADVB	-	-	-	ADVB	-0.707398387503025	0	0
довольно	19	-	-	-	-	ADVB	advmod	средневзвешенную	ADJF	-	accs	femn	ADJF	-0.707398387503025	0	0
средневзвешенную	19	-	accs	femn	-	ADJF	amod	ипохондрию	NOUN	inan	accs	femn	NOUN	-0.707398387503025	0	0
ипохондрию	19	inan	accs	femn	-	NOUN	obj	принимал	VERB	-	-	masc	VERB	-0.707398387503025	0	0
он	19	-	nomn	masc	3per	NPRO	nsubj	купировал	VERB	-	-	masc	VERB	-0.707398387503025	0	тералиджен
не	19	-	-	-	-	PRCL	advmod	купировал	VERB	-	-	masc	VERB	-0.707398387503025	0	0
купировал	19	-	-	masc	-	VERB	conj	принималось	VERB	-	-	neut	VERB	-0.707398387503025	0	0
равно	19	-	-	-	-	CONJ	advmod	купировал	VERB	-	-	masc	VERB	-0.707398387503025	0	0
как	19	-	-	-	-	CONJ	mark	депрессивные	ADJF	-	nomn	-	ADJF	-0.707398387503025	0	0
и	19	-	-	-	-	CONJ	advmod	депрессивные	ADJF	-	nomn	-	ADJF	-0.707398387503025	0	0
депрессивные	19	-	nomn	-	-	ADJF	amod	симптомы	NOUN	inan	nomn	masc	NOUN	-0.707398387503025	0	0
симптомы	19	inan	nomn	masc	-	NOUN	obj	купировал	VERB	-	-	masc	VERB	-0.707398387503025	0	0
Ведутся	30	-	-	-	3per	VERB	ROOT	Ведутся	VERB	-	-	-	VERB	-0.3162396225638481	0	0
клинические	30	-	nomn	-	-	ADJF	amod	исследования	NOUN	inan	gent	neut	NOUN	-0.3162396225638481	0	0
исследования	30	inan	gent	neut	-	NOUN	nsubj	Ведутся	VERB	-	-	-	VERB	-0.3162396225638481	0	0
в	30	-	-	-	-	PREP	case	числе	NOUN	inan	loct	neut	NOUN	-0.3162396225638481	0	0
том	30	-	loct	neut	-	ADJF	det	числе	NOUN	inan	loct	neut	NOUN	-0.3162396225638481	0	0
числе	30	inan	loct	neut	-	NOUN	nmod	исследования	NOUN	inan	gent	neut	NOUN	-0.3162396225638481	0	0
в	30	-	-	-	-	PREP	case	России	NOUN	inan	gent	femn	NOUN	-0.3162396225638481	0	0
России	30	inan	gent	femn	-	NOUN	nmod	исследования	NOUN	inan	gent	neut	NOUN	-0.3162396225638481	0	0
по	30	-	-	-	-	PREP	case	нейролептику	NOUN	inan	datv	masc	NOUN	-0.3162396225638481	0	0
атипичному	30	-	datv	masc	-	ADJF	amod	нейролептику	NOUN	inan	datv	masc	NOUN	-0.3162396225638481	0	0
нейролептику	30	inan	datv	masc	-	NOUN	nmod	исследования	NOUN	inan	gent	neut	NOUN	-0.3162396225638481	0	0
карипразин	30	anim	nomn	masc	-	NOUN	nmod	нейролептику	NOUN	inan	datv	masc	NOUN	-0.3162396225638481	мед	карипразин
который	30	-	nomn	masc	-	ADJF	nsubj	является	VERB	-	-	-	VERB	-0.3162396225638481	0	0
является	30	-	-	-	3per	VERB	parataxis	Ведутся	VERB	-	-	-	VERB	-0.3162396225638481	0	0
агонистом	30	inan	ablt	masc	-	NOUN	xcomp	является	VERB	-	-	-	VERB	-0.3162396225638481	0	0
D3	30	-	-	-	-	-	appos	агонистом	NOUN	inan	ablt	masc	NOUN	-0.3162396225638481	0	0
D2	30	-	-	-	-	-	flat:foreign	D3	-	-	-	-	-	-0.3162396225638481	0	0
рецепторов	30	inan	gent	masc	-	NOUN	ROOT	рецепторов	NOUN	inan	gent	masc	NOUN	-0.3162396225638481	0	0
Пока	30	-	-	-	-	ADVB	ROOT	Пока	ADVB	-	-	-	ADVB	-1.0198616310954094	0	0
результаты	30	inan	nomn	masc	-	NOUN	discourse	Пока	ADVB	-	-	-	ADVB	-1.0198616310954094	0	0
весьма	30	-	-	-	-	ADVB	advmod	обнадеживающие	PRTF	-	nomn	-	PRTF	-1.0198616310954094	0	0
обнадеживающие	30	-	nomn	-	-	PRTF	punct	Пока	ADVB	-	-	-	ADVB	-1.0198616310954094	0	0
Вот	30	-	-	-	-	PRCL	ROOT	Вот	PRCL	-	-	-	PRCL	-0.7351099625229836	0	0
новость	30	inan	nomn	femn	-	NOUN	ROOT	новость	NOUN	inan	nomn	femn	NOUN	-0.7351099625229836	0	0
Может	30	-	-	-	3per	VERB	ROOT	Может	VERB	-	-	-	VERB	-0.3869436608058297	0	0
через	30	-	-	-	-	PREP	case	время	NOUN	inan	accs	neut	NOUN	-0.3869436608058297	0	0
некоторое	30	-	accs	neut	-	ADJF	det	время	NOUN	inan	accs	neut	NOUN	-0.3869436608058297	0	0
время	30	inan	accs	neut	-	NOUN	obl	пополнится	VERB	-	-	-	VERB	-0.3869436608058297	0	0
ряд	30	inan	nomn	masc	-	NOUN	nsubj	пополнится	VERB	-	-	-	VERB	-0.3869436608058297	0	0
атипиков	30	inan	gent	masc	-	NOUN	nmod	ряд	NOUN	inan	nomn	masc	NOUN	-0.3869436608058297	0	0
пополнится	30	-	-	-	3per	VERB	ccomp	Может	VERB	-	-	-	VERB	-0.3869436608058297	0	0
новым	30	-	datv	-	-	ADJF	amod	средством	NOUN	inan	ablt	neut	NOUN	-0.3869436608058297	0	0
средством	30	inan	ablt	neut	-	NOUN	ROOT	средством	NOUN	inan	ablt	neut	NOUN	-0.3869436608058297	0	0
Уже	31	-	-	-	-	ADVB	advmod	продается	VERB	-	-	-	VERB	-0.7729174122214317	0	0
продается	31	-	-	-	3per	VERB	ROOT	продается	VERB	-	-	-	VERB	-0.7729174122214317	0	0
Штука	31	inan	nomn	femn	-	NOUN	ROOT	Штука	NOUN	inan	nomn	femn	NOUN	-0.37896630764007566	0	0
баксов	31	inan	gent	masc	-	NOUN	nmod	Штука	NOUN	inan	nomn	femn	NOUN	-0.37896630764007566	0	0
за	31	-	-	-	-	PREP	case	таблеток	NOUN	inan	gent	femn	NOUN	-0.37896630764007566	0	0
30	31	-	-	-	-	-	nummod	таблеток	NOUN	inan	gent	femn	NOUN	-0.37896630764007566	0	0
таблеток	31	inan	gent	femn	-	NOUN	nmod	Штука	NOUN	inan	nomn	femn	NOUN	-0.37896630764007566	0	0
Упор	31	inan	accs	masc	-	NOUN	nsubj:pass	сделан	PRTS	-	-	masc	PRTS	-0.11216069851070642	0	0
как	31	-	-	-	-	CONJ	mark	понял	VERB	-	-	masc	VERB	-0.11216069851070642	0	0
я	31	-	nomn	-	1per	NPRO	nsubj	понял	VERB	-	-	masc	VERB	-0.11216069851070642	0	0
понял	31	-	-	masc	-	VERB	acl	Упор	NOUN	inan	accs	masc	NOUN	-0.11216069851070642	0	0
сделан	31	-	-	masc	-	PRTS	ROOT	сделан	PRTS	-	-	masc	PRTS	-0.11216069851070642	0	0
на	31	-	-	-	-	PREP	case	симптоматику	NOUN	inan	accs	femn	NOUN	-0.11216069851070642	0	0
негативную	31	-	accs	femn	-	ADJF	amod	симптоматику	NOUN	inan	accs	femn	NOUN	-0.11216069851070642	0	0
симптоматику	31	inan	accs	femn	-	NOUN	obl	сделан	PRTS	-	-	masc	PRTS	-0.11216069851070642	0	0
Вот	31	-	-	-	-	PRCL	advmod	тут	ADVB	-	-	-	ADVB	-1.036846923828125	0	0
тут	31	-	-	-	-	ADVB	ROOT	тут	ADVB	-	-	-	ADVB	-1.036846923828125	0	0
немного	31	-	-	-	-	ADVB	advmod	тут	ADVB	-	-	-	ADVB	-1.036846923828125	0	0
про	31	-	-	-	-	PREP	case	него	NPRO	-	gent	masc	NPRO	-1.036846923828125	0	0
него	31	-	gent	masc	3per	NPRO	punct	тут	ADVB	-	-	-	ADVB	-1.036846923828125	0	0
Новейший	32	-	nomn	masc	-	ADJF	amod	препарат	NOUN	inan	nomn	masc	NOUN	-0.6088158607017249	0	0
препарат	32	inan	nomn	masc	-	NOUN	nsubj	эффективен	ADJS	-	-	masc	ADJS	-0.6088158607017249	0	карипразин
намного	32	-	-	-	-	ADVB	advmod	болеее	ADJF	-	nomn	neut	ADJF	-0.6088158607017249	0	0
болеее	32	-	nomn	neut	-	ADJF	advmod	эффективен	ADJS	-	-	masc	ADJS	-0.6088158607017249	0	0
эффективен	32	-	-	masc	-	ADJS	ROOT	эффективен	ADJS	-	-	masc	ADJS	-0.6088158607017249	0	0
чем	32	-	-	-	-	CONJ	mark	рисперидон	NOUN	anim	nomn	masc	NOUN	-0.6088158607017249	0	0
рисперидон	32	anim	nomn	masc	-	NOUN	obl	эффективен	ADJS	-	-	masc	ADJS	-0.6088158607017249	мед	рисперидон
при	32	-	-	-	-	PREP	case	лечении	NOUN	inan	loct	neut	NOUN	-0.6088158607017249	0	0
лечении	32	inan	loct	neut	-	NOUN	obl	эффективен	ADJS	-	-	masc	ADJS	-0.6088158607017249	0	0
негативной	32	-	ablt	femn	-	ADJF	amod	симптоматики	NOUN	inan	gent	femn	NOUN	-0.6088158607017249	0	0
симптоматики	32	inan	gent	femn	-	NOUN	nmod	лечении	NOUN	inan	loct	neut	NOUN	-0.6088158607017249	0	0
http	32	-	-	-	-	-	appos	симптоматики	NOUN	inan	gent	femn	NOUN	-0.6088158607017249	0	0
www	32	-	-	-	-	-	flat:foreign	http	-	-	-	-	-	-0.6088158607017249	0	0
medscape	32	-	-	-	-	-	flat:foreign	http	-	-	-	-	-	-0.6088158607017249	0	0
warticle	32	-	-	-	-	-	flat:foreign	http	-	-	-	-	-	-0.6088158607017249	0	0
850701	32	-	-	-	-	-	punct	эффективен	ADJS	-	-	masc	ADJS	-0.6088158607017249	0	0
Вполне	33	-	-	-	-	ADVB	advmod	логично	ADVB	-	-	-	ADVB	-0.4317495748400688	0	0
логично	33	-	-	-	-	ADVB	ROOT	логично	ADVB	-	-	-	ADVB	-0.4317495748400688	0	0
Вот	34	-	-	-	-	PRCL	advmod	попробовать	INFN	-	-	-	INFN	-0.8351687386631965	0	0
бы	34	-	-	-	-	PRCL	fixed	Вот	PRCL	-	-	-	PRCL	-0.8351687386631965	0	0
попробовать	34	-	-	-	-	INFN	csubj	появится	VERB	-	-	-	VERB	-0.8351687386631965	0	0
Лет	34	inan	gent	masc	-	NOUN	obj	попробовать	INFN	-	-	-	INFN	-0.8351687386631965	0	0
через	34	-	-	-	-	PREP	case	5	-	-	-	-	-	-0.8351687386631965	0	0
5	34	-	-	-	-	-	nummod	попробовать	INFN	-	-	-	INFN	-0.8351687386631965	0	0
наверное	34	-	-	-	-	CONJ	advmod	попробовать	INFN	-	-	-	INFN	-0.8351687386631965	0	0
в	34	-	-	-	-	PREP	case	Украине	NOUN	inan	loct	femn	NOUN	-0.8351687386631965	0	0
Украине	34	inan	loct	femn	-	NOUN	obl	попробовать	INFN	-	-	-	INFN	-0.8351687386631965	0	0
появится	34	-	-	-	3per	VERB	ROOT	появится	VERB	-	-	-	VERB	-0.8351687386631965	0	0
Кто	35	-	nomn	masc	-	NPRO	nsubj	пробовал	VERB	-	-	masc	VERB	-1.4446927160024643	0	0
нибудь	35	-	-	-	-	VERB	fixed	Кто	NPRO	-	nomn	masc	NPRO	-1.4446927160024643	0	0
уже	35	-	-	-	-	ADVB	advmod	пробовал	VERB	-	-	masc	VERB	-1.4446927160024643	0	0
пробовал	35	-	-	masc	-	VERB	ROOT	пробовал	VERB	-	-	masc	VERB	-1.4446927160024643	0	0
В	36	-	-	-	-	PREP	case	маскве	NOUN	inan	datv	femn	NOUN	-0.029973797189692657	0	0
маскве	36	inan	datv	femn	-	NOUN	obl	есть	INFN	-	-	-	INFN	-0.029973797189692657	0	0
есть	36	-	-	-	-	INFN	ROOT	есть	INFN	-	-	-	INFN	-0.029973797189692657	0	0
djtim	37	-	-	-	-	-	nsubj	сказал	VERB	-	-	masc	VERB	-0.9350531741511077	0	0
сказал	37	-	-	masc	-	VERB	ROOT	сказал	VERB	-	-	masc	VERB	-0.9350531741511077	0	0
а	37	-	-	-	-	CONJ	cc	20	-	-	-	-	-	-0.9350531741511077	0	0
20	37	-	-	-	-	-	obl	сказал	VERB	-	-	masc	VERB	-0.9350531741511077	0	0
Сен	37	-	-	-	-	-	flat	20	-	-	-	-	-	-0.9350531741511077	0	0
2019	37	-	-	-	-	-	flat	20	-	-	-	-	-	-0.9350531741511077	0	0
4	37	-	-	-	-	-	nummod:gov	59	-	-	-	-	-	-0.9350531741511077	0	0
59	37	-	-	-	-	-	nummod	20	-	-	-	-	-	-0.9350531741511077	0	0
ПП	37	-	-	-	-	-	flat	20	-	-	-	-	-	-0.9350531741511077	0	0
В	37	-	-	-	-	PREP	case	маскве	NOUN	inan	datv	femn	NOUN	-0.9350531741511077	0	0
маскве	37	inan	datv	femn	-	NOUN	obl	сказал	VERB	-	-	masc	VERB	-0.9350531741511077	0	0
есть	37	-	-	-	-	INFN	punct	сказал	VERB	-	-	masc	VERB	-0.9350531741511077	0	0
